,doi,title,publisher,issue,issn,rank,volume,authors,access_type,content_type,abstract,article_number,pdf_url,html_url,abstract_url,publication_title,publication_number,is_number,publication_year,publication_date,start_page,end_page,citing_paper_count,citing_patent_count,download_count,insert_date,index_terms,license,isbn,partnum,conference_location,conference_dates,isbn_formats
0,10.1109/TPAMI.2004.55,A Bayesian approach to joint feature selection and classifier design,IEEE,9,1939-3539,1,26,"{'authors': [{'affiliation': 'Department of Electrical Engineering, Duke University, Durham, NC, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37280067800', 'id': 37280067800, 'full_name': 'B. Krishnapuram', 'author_order': 1, 'authorAffiliations': {'authorAffiliation': ['Department of Electrical Engineering, Duke University, Durham, NC, USA']}}, {'authorUrl': 'https://ieeexplore.ieee.org/author/37087966216', 'id': 37087966216, 'full_name': 'A.J. Harternink', 'author_order': 2, 'authorAffiliations': {'authorAffiliation': None}}, {'affiliation': 'Department of Electrical Engineering, Duke University, Durham, NC, USA', 'authorUrl': 'https://ieeexplore.ieee.org/author/37280054700', 'id': 37280054700, 'full_name': 'L. Carin', 'author_order': 3, 'authorAffiliations': {'authorAffiliation': ['Department of Electrical Engineering, Duke University, Durham, NC, USA']}}, {'affiliation': 'Insituto de Telecomunicações, Instituto Superior Técnico, Lisboa, Portugal', 'authorUrl': 'https://ieeexplore.ieee.org/author/37279598100', 'id': 37279598100, 'full_name': 'M.A.T. Figueiredo', 'author_order': 4, 'authorAffiliations': {'authorAffiliation': ['Insituto de Telecomunicações, Instituto Superior Técnico, Lisboa, Portugal']}}]}",LOCKED,Journals,"This paper adopts a Bayesian approach to simultaneously learn both an optimal nonlinear classifier and a subset of predictor variables (or features) that are most relevant to the classification task. The approach uses heavy-tailed priors to promote sparsity in the utilization of both basis functions and features; these priors act as regularizers for the likelihood function that rewards good classification on the training data. We derive an expectation- maximization (EM) algorithm to efficiently compute a maximum a posteriori (MAP) point estimate of the various parameters. The algorithm is an extension of recent state-of-the-art sparse Bayesian classifiers, which in turn can be seen as Bayesian counterparts of support vector machines. Experimental comparisons using kernel classifiers demonstrate both parsimonious feature selection and excellent classification accuracy on a range of synthetic and benchmark data sets.",1316846,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1316846,https://ieeexplore.ieee.org/document/1316846/,https://ieeexplore.ieee.org/document/1316846/,IEEE Transactions on Pattern Analysis and Machine Intelligence,34,29188,2004,Sept. 2004,1105,1111,121,1,1404,20040726,"{'ieee_terms': {'terms': ['Bayesian methods', 'Kernel', 'Support vector machines', 'Support vector machine classification', 'Training data', 'Statistical learning', 'Supervised learning', 'Distribution functions', 'Testing', 'Polynomials']}, 'author_terms': {'terms': ['Index Terms- Pattern recognition', 'statistical learning', 'feature selection', 'sparsity', 'support vector machines', 'relevance vector machines', 'sparse probit regression', 'automatic relevance determination', 'EM algorithm.']}, 'dynamic_index_terms': {'terms': ['Parameter Estimates', 'Training Data', 'Classification Accuracy', 'Support Vector Machine', 'Sparsity', 'Expectation Maximization', 'EM Algorithm', 'Expectation-maximization Algorithm', 'Benchmark Datasets', 'Good Classification', 'Maximum A Posteriori', 'Optimal Classification', 'Training Set', 'Error Rate', 'Scaling Factor', 'Acute Myeloid Leukemia', 'Hierarchical Model', 'Feature Dimension', 'Characteristic Scale', 'Scale Features', 'Lower Dimension', 'High-dimensional Feature', 'Training Examples', 'Relevance Vector Machine', 'High-dimensional Datasets', 'Low-dimensional Data', 'Lower-dimensional Data', 'Polynomial Kernel', 'Irrelevant Features', 'Kernel Methods', 'Kernel Machine', 'Kernel Trick', 'Irrelevant Variables', 'Curse Of Dimensionality', 'Kernel Width', 'Low-dimensional Settings', 'Lower-dimensional Set']}}",IEEE,,,,,
1,10.1109/TNB.2019.2936398,A Cancer Survival Prediction Method Based on Graph Convolutional Network,IEEE,1,1536-1241,2,19,"{'authors': [{'affiliation': 'School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37599164800', 'id': 37599164800, 'full_name': 'Chunyu Wang', 'author_order': 1, 'authorAffiliations': {'authorAffiliation': ['School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China']}}, {'affiliation': 'School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37087226848', 'id': 37087226848, 'full_name': 'Junling Guo', 'author_order': 2, 'authorAffiliations': {'authorAffiliation': ['School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China']}}, {'affiliation': 'School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37087224460', 'id': 37087224460, 'full_name': 'Ning Zhao', 'author_order': 3, 'authorAffiliations': {'authorAffiliation': ['School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China']}}, {'affiliation': 'School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37279415400', 'id': 37279415400, 'full_name': 'Yang Liu', 'author_order': 4, 'authorAffiliations': {'authorAffiliation': ['School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China']}}, {'affiliation': 'School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37858887000', 'id': 37858887000, 'full_name': 'Xiaoyan Liu', 'author_order': 5, 'authorAffiliations': {'authorAffiliation': ['School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China']}}, {'affiliation': 'School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37086806543', 'id': 37086806543, 'full_name': 'Guojun Liu', 'author_order': 6, 'authorAffiliations': {'authorAffiliation': ['School of Computer Science and Technology, Harbin Institute of Technology, Harbin, China']}}, {'affiliation': 'School of Electrical and Information Engineering, Beijing University of Civil Engineering and Architecture, Beijing, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37274181100', 'id': 37274181100, 'full_name': 'Maozu Guo', 'author_order': 7, 'authorAffiliations': {'authorAffiliation': ['School of Electrical and Information Engineering, Beijing University of Civil Engineering and Architecture, Beijing, China', 'Beijing Key Laboratory of Intelligent Processing for Building Big Data, Beijing University of Civil Engineering and Architecture, Beijing, China']}}]}",LOCKED,Journals,"Background and objective: Cancer, as the most challenging part in the human disease history, has always been one of the main threats to human life and health. The high mortality of cancer is largely due to the complexity of cancer and the significant differences in clinical outcomes. Therefore, it will be significant to improve accuracy of cancer survival prediction, which has become one of the main fields of cancer research. Many calculation models for cancer survival prediction have been proposed at present, but most of them generate prediction models only by using single genomic data or clinical data. Multiple genomic data and clinical data have not been integrated yet to take a comprehensive consideration of cancers and predict their survival. Method: In order to effectively integrate multiple genomic data (including genetic expression, copy number alteration, DNA methylation and exon expression) and clinical data and apply them to predictive studies on cancer survival, similar network fusion algorithm (SNF) was proposed in this paper to integrate multiple genomic data and clinical data so as to generate sample similarity matrix, min-redundancy and max-relevance algorithm (mRMR) was used to conduct feature selection of multiple genomic data and clinical data of cancer samples and generate sample feature matrix, and finally two matrixes were used for semi-supervised training through graph convolutional network (GCN) so as to obtain a cancer survival prediction method integrating multiple genomic data and clinical data based on graph convolutional network (GCGCN). Result: Performance indexes of GCGCN model indicate that both multiple genomic data and clinical data play significant roles in the accurate survival time prediction of cancer patients. It is compared with existing survival prediction methods, and results show that cancer survival prediction method GCGCN which integrates multiple genomic data and clinical data has obviously superior prediction effect than existing survival prediction methods. Conclusion: All study results in this paper have verified effectiveness and superiority of GCGCN in the aspect of cancer survival prediction.",8809103,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8809103,https://ieeexplore.ieee.org/document/8809103/,https://ieeexplore.ieee.org/document/8809103/,IEEE Transactions on NanoBioscience,7728,8946771,2020,Jan. 2020,117,126,43,0,2197,20190821,"{'ieee_terms': {'terms': ['Cancer', 'Genomics', 'Bioinformatics', 'Data models', 'Genetic expression', 'Prognostics and health management', 'Prediction methods']}, 'author_terms': {'terms': ['Graph convolution network', 'multiple genomic data', 'clinical data', 'similarity network fusion', 'minimum redundancy maximum relevance feature selection', 'cancer survival prediction']}, 'dynamic_index_terms': {'terms': ['Cancer Survivors', 'Predictor Of Survival', 'Graph Convolutional Network', 'Graph Convolutional Neural Network', 'Graph Convolution', 'Cancer Survival Prediction', 'Clinical Data', 'Cancer Patients', 'Prediction Accuracy', 'DNA Methylation', 'Genomic Data', 'Survival Time', 'Similarity Matrix', 'Similarity Matrices', 'Copy Number Alterations', 'Differences In Clinical Outcomes', 'Fusion Network', 'Exon Expression', 'Higher Cancer Mortality', 'Higher Cancer Mortality Rates', 'Aspects Of Prediction', 'Breast Cancer', 'Support Vector Machine', 'Combination Of Clinical Data', 'Optimal Feature', 'Optimal Characteristics', 'Types Of Genomic Data', 'Difficulty Of Prediction', 'Lung Squamous Cell Carcinoma', 'Cancer Prognosis', 'Excellent Effect', 'Laplacian Matrix', 'Laplacian Matrices', 'Including Gene Expression', 'Classification Methods', 'Classification Method']}}",IEEE,,,,,
2,10.1109/ICEEE.2010.5661093,A Correlation-Based Solution to Feature Selection in Protein BioInformation,IEEE,,,3,,"{'authors': [{'affiliation': 'School of Information Technology, JinLing Institute of Technology, Nanjing, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37590869600', 'id': 37590869600, 'full_name': 'Qi Shen', 'author_order': 1, 'authorAffiliations': {'authorAffiliation': ['School of Information Technology, JinLing Institute of Technology, Nanjing, China']}}, {'affiliation': 'School of Information Technology, JinLing Institute of Technology, Nanjing, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37599165200', 'id': 37599165200, 'full_name': 'Chishe Wang', 'author_order': 2, 'authorAffiliations': {'authorAffiliation': ['School of Information Technology, JinLing Institute of Technology, Nanjing, China']}}]}",LOCKED,Conferences,"Feature selection techniques have become an apparent need in many bioinformatics applications. In this article, taking into account the protein-protein interactions in sequence and spatial structure of protein, we propose a new correlation based method to capture these correlations between features to check feature redundancy, and implement a corresponding feature selection algorithm CBPFS. Features selected via our method provide a better efficiently, achieving high degree of dimensionality reduction and preserving the original semantics of the bioinformatics characters, hence, offering the advantage of interpretability by a domain expert and improving better accuracy.",5661093,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5661093,https://ieeexplore.ieee.org/document/5661093/,https://ieeexplore.ieee.org/document/5661093/,2010 International Conference on E-Product E-Service and E-Entertainment,5660084,5660092,2010,7-9 Nov. 2010,1,3,0,0,81,20101210,,IEEE,978-1-4244-7160-7,10EX4424,"Henan, China",7-9 Nov. 2010,"{'isbns': [{'format': 'CD', 'value': '978-1-4244-7160-7', 'isbnType': 'New-2005'}, {'format': 'Print ISBN', 'value': '978-1-4244-7159-1', 'isbnType': 'New-2005'}, {'format': 'Electronic ISBN', 'value': '978-1-4244-7161-4', 'isbnType': 'New-2005'}]}"
3,10.1109/ICINVENTS64613.2025.11402386,"A Hybrid AI Framework for Predictive and Prescriptive Analytics Using Gradient Boosting, Graph Neural Networks, and Transformers",IEEE,,,4,1,"{'authors': [{'affiliation': 'Dr. SNS Rajalakshmi College of Arts and Science, Coimbatore, Tamil Nadu, India', 'authorUrl': 'https://ieeexplore.ieee.org/author/38071897000', 'id': 38071897000, 'full_name': 'R. Thiyagarajan', 'author_order': 1, 'authorAffiliations': {'authorAffiliation': ['Dr. SNS Rajalakshmi College of Arts and Science, Coimbatore, Tamil Nadu, India']}}, {'affiliation': 'Dr. SNS Rajalakshmi College of Arts and Science, Coimbatore, Tamil Nadu, India', 'authorUrl': 'https://ieeexplore.ieee.org/author/37089925634', 'id': 37089925634, 'full_name': 'M. Banupriya', 'author_order': 2, 'authorAffiliations': {'authorAffiliation': ['Dr. SNS Rajalakshmi College of Arts and Science, Coimbatore, Tamil Nadu, India']}}, {'affiliation': 'RVS College of Arts and Science, Coimbatore, Tamil Nadu, India', 'authorUrl': 'https://ieeexplore.ieee.org/author/524618665162617', 'id': 524618665162617, 'full_name': 'S. Pavithra', 'author_order': 3, 'authorAffiliations': {'authorAffiliation': ['RVS College of Arts and Science, Coimbatore, Tamil Nadu, India']}}, {'affiliation': 'Karpagam Academy of Higher Education, Coimbatore, Tamil Nadu, India', 'authorUrl': 'https://ieeexplore.ieee.org/author/37089027249', 'id': 37089027249, 'full_name': 'J. Sumitha', 'author_order': 4, 'authorAffiliations': {'authorAffiliation': ['Karpagam Academy of Higher Education, Coimbatore, Tamil Nadu, India']}}, {'affiliation': 'Karpagam Academy of Higher Education, Coimbatore, Tamil Nadu, India', 'authorUrl': 'https://ieeexplore.ieee.org/author/37087404813', 'id': 37087404813, 'full_name': 'P. Preetha', 'author_order': 5, 'authorAffiliations': {'authorAffiliation': ['Karpagam Academy of Higher Education, Coimbatore, Tamil Nadu, India']}}, {'affiliation': 'PSGR Krishnammal College for Women, Coimbatore, Tamil Nadu, India', 'authorUrl': 'https://ieeexplore.ieee.org/author/557721072918621', 'id': 557721072918621, 'full_name': 'B. Arya Shree', 'author_order': 6, 'authorAffiliations': {'authorAffiliation': ['PSGR Krishnammal College for Women, Coimbatore, Tamil Nadu, India']}}]}",LOCKED,Conferences,"Contemporary organizations are increasingly adopting advanced data frameworks in creating decentralized, scalable, and secure data ecosystems. When integrated with cloud infrastructure, edge computing, and AI-driven analytics, these architectures dismantle data silos and enable real-time, insight-oriented decision- making. Leveraging state-of-the-art algorithms, including gradient boosting, graph neural networks, and transformer-based models, predictive and prescriptive analytics attain superior accuracy, adaptability, and contextual relevance.",11402386,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11402386,https://ieeexplore.ieee.org/document/11402386/,https://ieeexplore.ieee.org/document/11402386/,2025 IEEE First International Conference on Innovations in Engineering and Next-Generation Technologies for Sustainability (ICINVENTS),11400703,11400708,2025,7-8 Nov. 2025,1,7,0,0,0,20260303,"{'ieee_terms': {'terms': ['Analytical models', 'Adaptation models', 'Accuracy', 'Biological system modeling', 'Computer architecture', 'Predictive models', 'Transformers', 'Boosting', 'Graph neural networks', 'Data models']}, 'author_terms': {'terms': ['Data mesh', 'Gradient boosting', 'Graph neural networks', 'Transformer models', 'Predictive analytics', 'Prescriptive analytics']}, 'dynamic_index_terms': {'terms': ['Transformer', 'Prediction Analysis', 'Gradient Boosting', 'Graph Neural Networks', 'Hybrid Artificial Intelligence', 'Hybrid AI', 'Scalable', 'Edge Computing', 'Edge Cloud', 'Cloud Infrastructure', 'Contemporary Organizations', 'Dimensionality Reduction', 'Distribution System', 'Interoperability', 'Hybrid Model', 'Actual Knowledge', 'Actionable Insights', 'High-dimensional Datasets', 'Modern Architecture', 'Modern Design', 'High-precision Model', 'Lowest RMSE']}}",IEEE,979-8-3315-5663-1,,"Coimbatore, India",7-8 Nov. 2025,"{'isbns': [{'format': 'Print on Demand(PoD) ISBN', 'value': '979-8-3315-5663-1', 'isbnType': 'New-2005'}, {'format': 'Electronic ISBN', 'value': '979-8-3315-5662-4', 'isbnType': 'New-2005'}]}"
4,10.1109/ICACRS67045.2025.11324375,A LASSO-Regularized Machine Learning Framework for Robust Multiclass Classification of Pediatric Leukemia using Gene Expression Data,IEEE,,,5,,"{'authors': [{'affiliation': 'Computer Science and Engineering, Hindustan Institute of Technology and Science, Padur, India', 'authorUrl': 'https://ieeexplore.ieee.org/author/378442322265702', 'id': 378442322265702, 'full_name': 'Samundi R', 'author_order': 1, 'authorAffiliations': {'authorAffiliation': ['Computer Science and Engineering, Hindustan Institute of Technology and Science, Padur, India']}}, {'affiliation': 'Computer Science and Engineering, Hindustan Institute of Technology and Science, Padur, India', 'authorUrl': 'https://ieeexplore.ieee.org/author/281657635146508', 'id': 281657635146508, 'full_name': 'Vijayarani J', 'author_order': 2, 'authorAffiliations': {'authorAffiliation': ['Computer Science and Engineering, Hindustan Institute of Technology and Science, Padur, India']}}]}",LOCKED,Conferences,"High-dimensional genomic data pose significant challenges for automated leukemia subtype classification due to redundant gene expressions, noisy features, and the risk of model overfitting. Pediatric leukemia diagnosis demands accurate and early subtype identification to support precision treatment. In this study, a leakage-free machine learning framework is proposed using Least Absolute Shrinkage and Selection Operator (LASSO) for genomic feature selection. The CuMiDa leukemia microarray dataset containing 64 samples with 22,283 gene features was used. The dataset was preprocessed using Min–Max normalization and evaluated using an 80/20 stratified train–test split. LASSO reduced the dimensionality to 701 informative genes, mitigating noise and improving model interpretability. Nine classifiers were trained and evaluated using 5×10 Repeated Stratified Cross-Validation, with performance assessed using Balanced Accuracy (BA), macro F1-score, and Matthews Correlation Coefficient (MCC), which is reliable for imbalanced data. Treebased ensemble models such as Gradient Boosting and XGBoost achieved strong and stable results across folds, while neural networks struggled due to limited samples. Although Random Forest achieved a perfect score on the test set, nested crossvalidation and permutation testing revealed that such results may be affected by dataset size, highlighting a risk of optimistic bias. Overall, the framework demonstrated strong generalization capability with MCC values above 0.90 for top-performing models, confirming reliable subtype separability. Future work will focus on increasing dataset size, incorporating biological pathway relevance, and applying explainable AI to strengthen clinical interpretability.",11324375,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11324375,https://ieeexplore.ieee.org/document/11324375/,https://ieeexplore.ieee.org/document/11324375/,"2025 4th International Conference on Automation, Computing and Renewable Systems (ICACRS)",11324078,11324020,2025,10-12 Dec. 2025,1280,1287,0,0,3,20260114,"{'ieee_terms': {'terms': ['Renewable energy sources', 'Accuracy', 'Leukemia', 'Genomics', 'Feature extraction', 'Gene expression', 'Reliability', 'Bioinformatics', 'Random forests', 'Testing']}, 'author_terms': {'terms': ['Pediatric leukemia', 'LASSO', 'Gene expression', 'Classification', 'Feature selection', 'MCC', 'Machine learning']}, 'dynamic_index_terms': {'terms': ['Machine Learning', 'Multi-label', 'Multi-class Classification', 'Multi-label Classification', 'Classification Framework', 'Neural Network', 'Genomic Data', 'Random Forest', 'Permutation Test', 'Characterization Of Genes', 'Gene Features', 'Dataset Size', 'Biological Relevance', 'Model Interpretation', 'Ensemble Model', 'Selection Operator', 'Absolute Operator', 'Shrinkage Operator', 'Absolute Shrinkage', 'Matthews Correlation Coefficient', 'Matthews Correlation', 'Gradient Boosting', 'XGBoost', 'Subtype Classification', 'Hold-out Test Set', 'Statistical Validation', 'Deep Learning Approaches', 'Support Vector Machine', 'Machine Learning Models', 'Multilayer Perceptron', 'Acute Myeloid Leukemia', 'Graph Neural Networks', 'Elastic Net', 'Acute Lymphoblastic Leukemia']}}",IEEE,979-8-3315-4887-2,,"Pudukkottai, India",10-12 Dec. 2025,"{'isbns': [{'format': 'Print on Demand(PoD) ISBN', 'value': '979-8-3315-4887-2', 'isbnType': 'New-2005'}, {'format': 'DVD ISBN', 'value': '979-8-3315-4885-8', 'isbnType': 'New-2005'}, {'format': 'Electronic ISBN', 'value': '979-8-3315-4886-5', 'isbnType': 'New-2005'}]}"
5,10.1109/AINIT61980.2024.10581492,A Meta-Learning Prediction Model for Identifying miRNA-Disease Associations Based on MAML,IEEE,,,6,,"{'authors': [{'affiliation': 'University of Electronic Science and Technology of China, Chengdu, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/373140780873134', 'id': 373140780873134, 'full_name': 'Yuanyi Tian', 'author_order': 1, 'authorAffiliations': {'authorAffiliation': ['University of Electronic Science and Technology of China, Chengdu, China']}}]}",LOCKED,Conferences,"MicroRNAs (miRNAs) are a class of short non-coding RNA molecules, typically consisting of 20–22 nucleotides. These molecules regulate gene expression by binding to the mRNA of target genes, thereby reducing the expression of target gene products through complete complementary pairing and regulating the level and timing of gene expression through non-perfect complementary pairing. Furthermore, miRNAs play a role in the regulation of the occurrence and development of various diseases, including cardiovascular diseases. The abnormal expression of miRNA has been found to be closely associated with the development and progression of diseases. Consequently, the development of a reliable and accurate predictive model for identifying the association between miRNAs and diseases is of paramount importance. This study introduces a meta-learning model, MAMLMDA, that combines model-agnostic meta-learning (MAML) and CNN to identify the association between miRNA and disease. The model extracts and integrates the similarity between disease and miRNA based on experimentally verified association information between known miRNAs and human diseases from the database, thereby characterizing their relationship. The k-means clustering algorithm is employed to cluster most samples, selecting a certain number of samples from each cluster to balance the number of negative and positive samples. To further reduce feature dimension and time cost, probabilistic principal component analysis (PPCA) is applied to compress the feature vectors of the comprehensive similarity network of miRNA and disease, eliminating feature redundancy and then transforming the feature vectors into images. Subsequently, the prediction problem is converted into a 2-way 1-shot image problem and fed into the meta-learning model, with MAML serving as the meta-learner and CNN as the base learner. The results of a 5-fold cross-validation comparison on Dataset-H indicate that MAMLMDA surpasses several state-of-the-art methods, achieving the highest accuracy of 91%. Therefore, MAMLMDA offers a significant tool for understanding the pathogenesis of complex diseases at the miRNA level.",10581492,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10581492,https://ieeexplore.ieee.org/document/10581492/,https://ieeexplore.ieee.org/document/10581492/,"2024 5th International Seminar on Artificial Intelligence, Networking and Information Technology (AINIT)",10579949,10579951,2024,29-31 March 2024,1073,1077,2,0,208,20240711,"{'ieee_terms': {'terms': ['Metalearning', 'Costs', 'Accuracy', 'Termination of employment', 'Predictive models', 'Vectors', 'Timing']}, 'author_terms': {'terms': ['bioinformatics', 'MAML', 'miRNA-disease association', 'meta-learning']}, 'dynamic_index_terms': {'terms': ['miRNA-disease Associations', 'Identify miRNA-disease Associations', 'Time Cost', 'Probabilistic Analysis', 'Similarity Network', '5-fold Cross-validation', 'Prediction Problem', 'Base Learners', 'Imaging Problem', 'Timing Of Gene Expression', 'Feature Dimensionality Reduction', 'Maximum Likelihood Estimation', 'Convolutional Layers', 'Batch Normalization', 'Pooling Layer', 'Similarity Matrix', 'Similarity Matrices', 'Semantic Similarity', 'Semantic Relatedness', 'Unknown Samples', 'Imbalanced Data', 'Iterative Model', 'Disease Similarity', 'Horizontal Coordinates', 'Graph Learning', 'Vertical Coordinate', 'Softmax Layer', 'Directed Acyclic Graph']}}",IEEE,979-8-3503-8556-4,,"Nanjing, China",29-31 March 2024,"{'isbns': [{'format': 'Print on Demand(PoD) ISBN', 'value': '979-8-3503-8556-4', 'isbnType': 'New-2005'}, {'format': 'USB ISBN', 'value': '979-8-3503-8554-0', 'isbnType': 'New-2005'}, {'format': 'Electronic ISBN', 'value': '979-8-3503-8555-7', 'isbnType': 'New-2005'}]}"
6,10.1109/TCBB.2016.2515582,A New Approach for Feature Selection from Microarray Data Based on Mutual Information,IEEE,6,2374-0043,7,13,"{'authors': [{'affiliation': ""Department of Computer Science, Memorial University of Newfoundland, St. John's, NL, Canada"", 'authorUrl': 'https://ieeexplore.ieee.org/author/37290460300', 'id': 37290460300, 'full_name': 'Jian Tang', 'author_order': 1, 'authorAffiliations': {'authorAffiliation': [""Department of Computer Science, Memorial University of Newfoundland, St. John's, NL, Canada""]}}, {'affiliation': 'Shanghai Key Lab of Intelligent Information Processing and the School of Computer Science, Fudan University, Shanghai, China', 'authorUrl': 'https://ieeexplore.ieee.org/author/37276854400', 'id': 37276854400, 'full_name': 'Shuigeng Zhou', 'author_order': 2, 'authorAffiliations': {'authorAffiliation': ['Shanghai Key Lab of Intelligent Information Processing and the School of Computer Science, Fudan University, Shanghai, China']}}]}",LOCKED,Journals,"Mutual information (MI) is a powerful concept for correlation-centric applications. It has been used for feature selection from microarray gene expression data in many works. One of the merits of MI is that, unlike many other heuristic methods, it is based on a mature theoretic foundation. When applied to microarray data, however, it faces some challenges. First, due to the large number of features (i.e., genes) present in microarray data, the true distributions for the expression values of some genes may be distorted by noise. Second, evaluating inter-group mutual information requires estimating multi-variate distributions, which is quite difficult if not impossible. To address these problems, in this paper, we propose a new MI-based feature selection approach for microarray data. Our approach relies on two strategies: one is relevance boosting, which requires a desirable feature to show substantially additional relevance with class labeling beyond the already selected features, the other is feature interaction enhancing, which probabilistically compensates for feature interaction missing from simple aggregation-based evaluation. We justify our approach from both theoretical perspective and experimental results. We use a synthetic dataset to show the statistical significance of the proposed strategies, and real-life datasets to show the improved performance of our approach over the existing methods.",7374678,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7374678,https://ieeexplore.ieee.org/document/7374678/,https://ieeexplore.ieee.org/document/7374678/,IEEE/ACM Transactions on Computational Biology and Bioinformatics,8857,7777002,2016,1 November 2016,1004,1015,38,0,1129,20160107,"{'ieee_terms': {'terms': ['Mutual information', 'Redundancy', 'Labeling', 'Approximation methods', 'Gene expression', 'Noise measurement', 'Data analysis']}, 'author_terms': {'terms': ['Feature selection', 'gene expression profiling', 'mutual information', 'classification', 'feature interaction']}, 'dynamic_index_terms': {'terms': ['Microarray Data', 'Mutual Information', 'Microarray Database', 'Microarray-based Data', 'Class Labels', 'Data Distribution', 'Relevant Features', 'Relevant Characteristics', 'Benchmark Datasets', 'Leave-one-out Cross-validation', 'Microarray Datasets', 'Feature Selection Methods', 'Goal Of Experiment', 'Goal Of These Experiments', 'General Criteria', 'General Criterion', 'Redundant Features', 'Noise Characteristics', 'Noise Features', 'Theoretical Distribution', 'Conditional Entropy', 'Kind Of Distribution', 'Noisy Features', 'Conditional Mutual Information', 'Simple Aggregation', 'Correlation-based Feature Selection', 'Markov Blanket', 'Kullback-Leibler Distance', 'KL Distance', 'Data Analysis Tasks', 'General Case', 'Amount Of Uncertainty', 'Upper Bound', 'Training Set', 'Set Of Characteristics', 'Features In Set', 'Cancer Datasets']}}",IEEE,,,,,
